Base Image,Command,Intermediate Dockerfile Command,Dockerfile URL
node:lts-bullseye AS inode,chmod a+x /usr/bin/exec-deploy.sh,,https://github.com/TarsCloud/K8SFramework/blob/2632089515f38723334d537aef73d87fdc5d5a7c/compiler/base-compiler-bullseye.Dockerfile
node:lts-bullseye AS inode,chmod a+x /usr/bin/exec-build.sh,,https://github.com/TarsCloud/K8SFramework/blob/2632089515f38723334d537aef73d87fdc5d5a7c/compiler/base-compiler-bullseye.Dockerfile
node:lts-bullseye AS inode,chmod a+x /usr/bin/exec-helm.sh,,https://github.com/TarsCloud/K8SFramework/blob/2632089515f38723334d537aef73d87fdc5d5a7c/compiler/base-compiler-bullseye.Dockerfile
node:lts-bullseye AS inode,chmod a+x /usr/bin/create-buildx-dockerfile.sh,,https://github.com/TarsCloud/K8SFramework/blob/2632089515f38723334d537aef73d87fdc5d5a7c/compiler/base-compiler-bullseye.Dockerfile
node:lts-bullseye AS inode,chmod a+x /usr/bin/create-buildx-dockerfile-product.sh,,https://github.com/TarsCloud/K8SFramework/blob/2632089515f38723334d537aef73d87fdc5d5a7c/compiler/base-compiler-bullseye.Dockerfile
node:lts-bullseye AS inode,cd /root/yaml-tools && npm install,,https://github.com/TarsCloud/K8SFramework/blob/2632089515f38723334d537aef73d87fdc5d5a7c/compiler/base-compiler-bullseye.Dockerfile
node:lts-bullseye AS inode,chmod a+x /root/test-base-compiler.sh,,https://github.com/TarsCloud/K8SFramework/blob/2632089515f38723334d537aef73d87fdc5d5a7c/compiler/base-compiler-bullseye.Dockerfile
node:lts-bullseye AS inode,cd /root && git clone https://github.com/TarsCloud/TarsDemo && /root/test-base-compiler.sh && rm -rf /root/TarsDemo,,https://github.com/TarsCloud/K8SFramework/blob/2632089515f38723334d537aef73d87fdc5d5a7c/compiler/base-compiler-bullseye.Dockerfile
node:lts-bullseye AS inode,"echo ""#!/bin/bash"" > /bin/start.sh && echo ""while true; do sleep 10; done"" >> /bin/start.sh && chmod a+x /bin/start.sh",,https://github.com/TarsCloud/K8SFramework/blob/2632089515f38723334d537aef73d87fdc5d5a7c/compiler/base-compiler-bullseye.Dockerfile
node:lts-buster,apt-get update && apt-get install -y ffmpeg imagemagick webp && apt-get upgrade -y && npm i pm2 -g && rm -rf /var/lib/apt/lists/*,,https://github.com/caseyweb/QUEEN-CHARITY/blob/7bf13e13d86b5da471fb0623b7583284d20a9961/lib/Dockerfile
node:lts-buster,git clone https://github.com/caseyweb/QUEEN-CHARITY  /root/caseyweb,,https://github.com/caseyweb/QUEEN-CHARITY/blob/7bf13e13d86b5da471fb0623b7583284d20a9961/lib/Dockerfile
node:lts-buster,npm install pm2 -g,,https://github.com/caseyweb/QUEEN-CHARITY/blob/7bf13e13d86b5da471fb0623b7583284d20a9961/lib/Dockerfile
node:lts-buster,npm install --legacy-peer-deps,,https://github.com/caseyweb/QUEEN-CHARITY/blob/7bf13e13d86b5da471fb0623b7583284d20a9961/lib/Dockerfile
node:lts,npm install --silent,"WORKDIR /usr/src/app
COPY [""package.json"", ""package-lock.json"", ""./""]",https://github.com/ananthanir/DOSA/blob/5f3ffe71cb9385c77454f2a07049b3806320feaa/ui/Dockerfile
node:lts AS build,npm install,"WORKDIR /app
COPY package*.json ./",https://github.com/danmofo/dmoffat-v3/blob/23762aa122de9400753d9d096ab745befbc6325f/dockerfiles/nginx.dockerfile
node:lts AS build,npm run build,"WORKDIR /app
COPY package*.json ./",https://github.com/danmofo/dmoffat-v3/blob/23762aa122de9400753d9d096ab745befbc6325f/dockerfiles/nginx.dockerfile
node:lts-hydrogen,npm install --omit=dev -y,"COPY ./build /peerprep_matching_service_api/
COPY package.json /peerprep_matching_service_api/
COPY package-lock.json /peerprep_matching_service_api/
WORKDIR /peerprep_matching_service_api",https://github.com/CS3219-AY2324S1-G04/peerprep_matching_service/blob/c90a9af98b1dacf88eafee724d6586c19c0bf389/dockerfiles/api.dockerfile
node:lts,yarn,"WORKDIR /app
COPY . .",https://github.com/ghostdial/ghostdial/blob/5610229690bb7c9a8d6b3db0ecd30cf000bd3bda/Dockerfile-voicemail
node:lts AS builderjs,go mod download,"WORKDIR /app
COPY ../go.mod ../go.sum ./",https://github.com/fordevio/wharf/blob/c5cddcd08f7d06c3ce8bcdb8c6b003f15c2124f8/deployment/Dockerfile
node:lts AS builderjs,go build -o bin/build ./cmd,"WORKDIR /app
COPY ../go.mod ../go.sum ./",https://github.com/fordevio/wharf/blob/c5cddcd08f7d06c3ce8bcdb8c6b003f15c2124f8/deployment/Dockerfile
node:lts AS builderjs,mkdir bin,"WORKDIR /app
COPY ../go.mod ../go.sum ./",https://github.com/fordevio/wharf/blob/c5cddcd08f7d06c3ce8bcdb8c6b003f15c2124f8/deployment/Dockerfile
node:lts AS builderjs,npm install --prefix client,"WORKDIR /app
COPY ../go.mod ../go.sum ./",https://github.com/fordevio/wharf/blob/c5cddcd08f7d06c3ce8bcdb8c6b003f15c2124f8/deployment/Dockerfile
node:lts AS builderjs,npm run build --prefix client,"WORKDIR /app
COPY ../go.mod ../go.sum ./",https://github.com/fordevio/wharf/blob/c5cddcd08f7d06c3ce8bcdb8c6b003f15c2124f8/deployment/Dockerfile
node:lts-gallium,apt update && apt install nano -y,"WORKDIR /app
COPY /frontend/ /app",https://github.com/rvnaras/jenkins-eks-k8s/blob/26d7e480c15c42eb330576c3647d81f4656f17a2/frontend/Dockerfile.fe
node:lts-gallium,npm install,"WORKDIR /app
COPY /frontend/ /app",https://github.com/rvnaras/jenkins-eks-k8s/blob/26d7e480c15c42eb330576c3647d81f4656f17a2/frontend/Dockerfile.fe
node:lts-slim as server,npm ci,"WORKDIR /build
COPY . .",https://github.com/lukaspanni/spotify-stats/blob/1ca4e8303b690a04bc823f25f5789d2677fd5e26/Dockerfile
node:lts-slim as server,npm run build,"WORKDIR /build
COPY . .",https://github.com/lukaspanni/spotify-stats/blob/1ca4e8303b690a04bc823f25f5789d2677fd5e26/Dockerfile
node:lts-slim as server,npm ci --only=production,"WORKDIR /build
COPY . .",https://github.com/lukaspanni/spotify-stats/blob/1ca4e8303b690a04bc823f25f5789d2677fd5e26/Dockerfile
